query,semantics,comment,explanation,text
25959.sql,almost,"The up and down vote count does not account for duplicates due to the self-join. Cross-join with top tags.","The query retrieves the top 20 users by reputation along with their activity stats, badge counts, and details of the top 10 most popular tags with questions, answers, and post counts.","WITH UserReputation AS ( SELECT U.Id AS UserId, U.DisplayName, U.Reputation, COUNT(DISTINCT P.Id) AS QuestionsAsked, COUNT(DISTINCT A.Id) AS AnswersProvided, SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpvotesReceived, SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownvotesReceived FROM Users U LEFT JOIN Posts P ON U.Id = P.OwnerUserId AND P.PostTypeId = 1 LEFT JOIN Posts A ON A.ParentId = P.Id AND A.PostTypeId = 2 LEFT JOIN Votes V ON V.UserId = U.Id AND V.PostId IN (SELECT Id FROM Posts WHERE OwnerUserId = U.Id) GROUP BY U.Id, U.DisplayName, U.Reputation ), TopTags AS ( SELECT T.TagName, COUNT(P.Id) AS PostsCount, SUM(CASE WHEN P.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionsCount, SUM(CASE WHEN P.PostTypeId = 2 THEN 1 ELSE 0 END) AS AnswersCount FROM Tags T LEFT JOIN Posts P ON P.Tags LIKE CONCAT('%', T.TagName, '%') GROUP BY T.TagName ORDER BY PostsCount DESC LIMIT 10 ), UserBadgeCount AS ( SELECT U.Id AS UserId, COUNT(B.Id) AS BadgeCount FROM Users U LEFT JOIN Badges B ON U.Id = B.UserId GROUP BY U.Id ) SELECT UR.DisplayName, UR.Reputation, UR.QuestionsAsked, UR.AnswersProvided, UR.UpvotesReceived, UR.DownvotesReceived, UBC.BadgeCount, TT.TagName, TT.PostsCount, TT.QuestionsCount, TT.AnswersCount FROM UserReputation UR JOIN UserBadgeCount UBC ON UR.UserId = UBC.UserId JOIN TopTags TT ON TT.QuestionsCount > 0 ORDER BY UR.Reputation DESC, UBC.BadgeCount DESC FETCH FIRST 20 ROWS ONLY;"
16141.sql,correct,,"This query lists the top 10 users by total posts, showing each user's name along with counts of their questions, answers, and tag wiki edits.","SELECT u.DisplayName, COUNT(p.Id) AS TotalPosts, SUM(CASE WHEN p.PostTypeId = 1 THEN 1 ELSE 0 END) AS TotalQuestions, SUM(CASE WHEN p.PostTypeId = 2 THEN 1 ELSE 0 END) AS TotalAnswers, SUM(CASE WHEN p.PostTypeId IN (4, 5) THEN 1 ELSE 0 END) AS TotalTagWikis FROM Users u LEFT JOIN Posts p ON u.Id = p.OwnerUserId GROUP BY u.DisplayName ORDER BY TotalPosts DESC LIMIT 10;"
23892.sql,incorrect,"Incorrect join between acceptedanswerid and userid","This query lists the top 3 most commented posts by type from the past year with more than 10 net upvotes, including their popular tags, accepted answer authors' badge info, and recent closure details if any.","WITH RankedPosts AS ( SELECT p.Id AS PostId, p.Title, p.CreationDate, p.PostTypeId, p.AcceptedAnswerId, COUNT(CASE WHEN c.Id IS NOT NULL THEN 1 END) AS CommentCount, SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes, SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes, ROW_NUMBER() OVER (PARTITION BY p.PostTypeId ORDER BY COUNT(c.Id) DESC) AS RN FROM Posts p LEFT JOIN Comments c ON c.PostId = p.Id LEFT JOIN Votes v ON v.PostId = p.Id WHERE p.CreationDate >= (CAST('2024-10-01 12:34:56' AS TIMESTAMP) - INTERVAL '1 year') GROUP BY p.Id, p.Title, p.CreationDate, p.PostTypeId, p.AcceptedAnswerId ), PopularTags AS ( SELECT UNNEST(string_to_array(Tags, '><')) AS TagName, COUNT(*) AS TagCount FROM Posts WHERE PostTypeId = 1 GROUP BY TagName HAVING COUNT(*) > 5 ), UserBadges AS ( SELECT u.Id AS UserId, COUNT(b.Id) AS TotalBadges, MAX(b.Class) AS MaxBadgeClass FROM Users u LEFT JOIN Badges b ON b.UserId = u.Id GROUP BY u.Id ), ClosedPosts AS ( SELECT p.Id AS PostId, p.Title, ph.CreationDate, pt.Name AS PostHistoryTypeName FROM Posts p JOIN PostHistory ph ON p.Id = ph.PostId JOIN PostHistoryTypes pt ON ph.PostHistoryTypeId = pt.Id WHERE ph.PostHistoryTypeId = 10 AND ph.CreationDate >= (CAST('2024-10-01 12:34:56' AS TIMESTAMP) - INTERVAL '1 month') ) SELECT rp.PostId, rp.Title, rp.CreationDate, rt.TagName AS PopularTag, ub.UserId, ub.TotalBadges, ub.MaxBadgeClass, cp.PostId AS ClosedPostId, cp.Title AS ClosedPostTitle, cp.CreationDate AS ClosedPostDate, cp.PostHistoryTypeName FROM RankedPosts rp LEFT JOIN PopularTags rt ON rp.Title ILIKE '%' || rt.TagName || '%' LEFT JOIN UserBadges ub ON rp.AcceptedAnswerId = ub.UserId LEFT JOIN ClosedPosts cp ON rp.PostId = cp.PostId WHERE rp.RN <= 3 AND (rp.UpVotes - rp.DownVotes) > 10 ORDER BY rp.CreationDate DESC, rp.UpVotes DESC NULLS LAST;"
19393.sql,almost,"The comment count does not account for duplicates due to the join with votes, a distinct count should be used. The up vote and down vote count does not account for duplicates due to the join with comments.","This query retrieves the latest 10 questions along with their author's name, title, creation date, score, number of comments, and counts of upvotes and downvotes.","SELECT u.DisplayName, p.Title, p.CreationDate, p.Score, COUNT(c.Id) AS CommentCount, SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes, SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes FROM Posts p JOIN Users u ON p.OwnerUserId = u.Id LEFT JOIN Comments c ON p.Id = c.PostId LEFT JOIN Votes v ON p.Id = v.PostId WHERE p.PostTypeId = 1 GROUP BY u.DisplayName, p.Title, p.CreationDate, p.Score ORDER BY p.CreationDate DESC LIMIT 10;"
19417.sql,correct,,"This query retrieves the 10 most recent questions along with their titles, authors, creation dates, scores, and view counts.","SELECT p.Id AS PostId, p.Title, u.DisplayName AS Author, p.CreationDate, p.Score, p.ViewCount FROM Posts p JOIN Users u ON p.OwnerUserId = u.Id WHERE p.PostTypeId = 1 ORDER BY p.CreationDate DESC LIMIT 10;"
11238.sql,almost,"The comment count does not account for duplicates due to the join with votes, a distinct count should be used. The up vote and down vote count does not account for duplicates due to the join with comments.","This query selects the top 100 users ranked by their total number of posts along with counts of their questions, answers, comments, votes, and badges.","WITH UserActivity AS ( SELECT U.Id AS UserId, U.DisplayName, COUNT(DISTINCT P.Id) AS TotalPosts, SUM(CASE WHEN P.PostTypeId = 1 THEN 1 ELSE 0 END) AS TotalQuestions, SUM(CASE WHEN P.PostTypeId = 2 THEN 1 ELSE 0 END) AS TotalAnswers, COUNT(C) AS TotalComments, SUM(CASE WHEN V.CreationDate IS NOT NULL THEN 1 ELSE 0 END) AS TotalVotes, SUM(CASE WHEN B.Id IS NOT NULL THEN 1 ELSE 0 END) AS TotalBadges FROM Users U LEFT JOIN Posts P ON U.Id = P.OwnerUserId LEFT JOIN Comments C ON P.Id = C.PostId LEFT JOIN Votes V ON P.Id = V.PostId LEFT JOIN Badges B ON U.Id = B.UserId GROUP BY U.Id, U.DisplayName ) SELECT UA.UserId, UA.DisplayName, UA.TotalPosts, UA.TotalQuestions, UA.TotalAnswers, UA.TotalComments, UA.TotalVotes, UA.TotalBadges, COALESCE(RANK() OVER (ORDER BY UA.TotalPosts DESC), 0) AS UserRank FROM UserActivity UA ORDER BY UA.TotalPosts DESC FETCH FIRST 100 ROWS ONLY;"
24521.sql,incorrect,"The userbadges table is joined using the location and not the id.","The query retrieves a paginated list of recent top-scoring posts by type from the past year, along with their comment counts and summaries, the badge information of users from the same locations as the post owners, showing only the top 5 posts per type or posts with badges, ordered by score and creation date.","WITH RankedPosts AS ( SELECT p.Id AS PostId, p.Title, p.CreationDate, p.Score, p.ViewCount, ROW_NUMBER() OVER (PARTITION BY pt.Name ORDER BY p.CreationDate DESC) AS Rank, COALESCE(NULLIF(u.Location, ''), 'Unknown Location') AS UserLocation FROM Posts p JOIN PostTypes pt ON p.PostTypeId = pt.Id LEFT JOIN Users u ON p.OwnerUserId = u.Id WHERE p.CreationDate >= CURRENT_DATE - INTERVAL '1 year' AND p.Score > (SELECT AVG(Score) FROM Posts) ), PostComments AS ( SELECT c.PostId, COUNT(*) AS CommentCount, STRING_AGG(c.Text, '; ' ORDER BY c.CreationDate) AS CommentsSummary FROM Comments c GROUP BY c.PostId ), UserBadges AS ( SELECT b.UserId, COUNT(*) AS BadgeCount, STRING_AGG(b.Name, ', ') AS Badges FROM Badges b WHERE b.Class = 1 GROUP BY b.UserId ) SELECT rp.PostId, rp.Title, rp.CreationDate, rp.Score, rp.ViewCount, COALESCE(pc.CommentCount, 0) AS NumberOfComments, COALESCE(pc.CommentsSummary, 'No comments') AS CommentSnippet, ub.BadgeCount, ub.Badges, rp.UserLocation FROM RankedPosts rp LEFT JOIN PostComments pc ON rp.PostId = pc.PostId LEFT JOIN UserBadges ub ON rp.UserLocation IS NOT NULL AND rp.UserLocation <> 'Unknown Location' AND EXISTS (SELECT 1 FROM Users u WHERE u.Id = ub.UserId AND COALESCE(u.Location, '') = rp.UserLocation) WHERE (rp.Rank <= 5 OR ub.BadgeCount > 0) ORDER BY rp.Score DESC, rp.CreationDate ASC OFFSET 10 ROWS FETCH NEXT 10 ROWS ONLY;"
6102.sql,almost,"The badge count does not account for duplicates due to the join with votes, a distinct count should be used. The up vote and down vote count does not account for duplicates due to the join with badges.","The query calculates various statistics for each user, ranks them by reputation, and retrieves details for the top 10 users by reputation.","WITH UserStats AS ( SELECT U.Id AS UserId, U.DisplayName, U.Reputation, COUNT(DISTINCT P.Id) AS PostCount, SUM(CASE WHEN P.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionCount, SUM(CASE WHEN P.PostTypeId = 2 THEN 1 ELSE 0 END) AS AnswerCount, SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes, SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes, COUNT(B.Id) AS BadgeCount FROM Users U LEFT JOIN Posts P ON U.Id = P.OwnerUserId LEFT JOIN Votes V ON P.Id = V.PostId LEFT JOIN Badges B ON U.Id = B.UserId GROUP BY U.Id, U.DisplayName, U.Reputation ), TopUsers AS ( SELECT UserId, DisplayName, Reputation, PostCount, QuestionCount, AnswerCount, UpVotes, DownVotes, BadgeCount, RANK() OVER (ORDER BY Reputation DESC) AS ReputationRank FROM UserStats ) SELECT UserId, DisplayName, Reputation, PostCount, QuestionCount, AnswerCount, UpVotes, DownVotes, BadgeCount, ReputationRank FROM TopUsers WHERE ReputationRank <= 10 ORDER BY Reputation DESC;"
19000.sql,almost,"The comment count does not account for duplicates due to the join with votes, a distinct count should be used. The up vote and down vote count does not account for duplicates due to the join with comments.","This query retrieves the latest 10 posts with their details, including the author's name, the number of comments, and counts of upvotes and downvotes.","SELECT p.Id AS PostId, p.Title, p.CreationDate, p.Score, u.DisplayName AS OwnerDisplayName, COUNT(c.Id) AS CommentCount, SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVoteCount, SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVoteCount FROM Posts p JOIN Users u ON p.OwnerUserId = u.Id LEFT JOIN Comments c ON p.Id = c.PostId LEFT JOIN Votes v ON p.Id = v.PostId GROUP BY p.Id, p.Title, p.CreationDate, p.Score, u.DisplayName ORDER BY p.CreationDate DESC FETCH FIRST 10 ROWS ONLY;"
16832.sql,correct,,"The query retrieves the top 10 highest-reputation users' questions along with their titles, creation dates, and the count of comments on each question.","SELECT u.DisplayName, u.Reputation, p.Title, p.CreationDate, COUNT(c.Id) AS CommentCount FROM Users u JOIN Posts p ON u.Id = p.OwnerUserId LEFT JOIN Comments c ON p.Id = c.PostId WHERE p.PostTypeId = 1 GROUP BY u.DisplayName, u.Reputation, p.Title, p.CreationDate ORDER BY u.Reputation DESC, p.CreationDate DESC LIMIT 10;"
11649.sql,almost,"The comment count does not account for duplicates due to the join with votes, a distinct count should be used. The up vote and down vote count does not account for duplicates due to the join with comments.","This query retrieves the 100 most recent posts from the past year along with their details, owner information, and counts of comments, votes, upvotes, and downvotes.","SELECT p.Id AS PostId, p.Title, p.CreationDate, p.Score, p.ViewCount, u.DisplayName AS OwnerDisplayName, u.Reputation AS OwnerReputation, COUNT(c.Id) AS CommentCount, COUNT(v.Id) AS VoteCount, SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes, SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes FROM Posts p LEFT JOIN Users u ON p.OwnerUserId = u.Id LEFT JOIN Comments c ON p.Id = c.PostId LEFT JOIN Votes v ON p.Id = v.PostId WHERE p.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year' GROUP BY p.Id, p.Title, p.CreationDate, p.Score, p.ViewCount, u.DisplayName, u.Reputation ORDER BY p.CreationDate DESC LIMIT 100;"
18663.sql,correct,,"This query retrieves the 10 most recent questions with their titles, authors, creation dates, and the number of comments each has.","SELECT P.Id AS PostID, P.Title, P.CreationDate, U.DisplayName AS Author, COUNT(C.Id) AS CommentCount FROM Posts P JOIN Users U ON P.OwnerUserId = U.Id LEFT JOIN Comments C ON P.Id = C.PostId WHERE P.PostTypeId = 1 GROUP BY P.Id, P.Title, P.CreationDate, U.DisplayName ORDER BY P.CreationDate DESC LIMIT 10;"
8496.sql,incorrect,"The in statement is wrong, the select does not use the post id from the inner post table.","This query retrieves the top 10 highest-scored recent questions and answers from the past year along with their owners, post types, close reasons, and the most popular tags associated with those posts.","WITH RankedPosts AS ( SELECT p.Id AS PostId, p.Title, p.CreationDate, p.Score, p.ViewCount, u.DisplayName AS OwnerDisplayName, ROW_NUMBER() OVER (PARTITION BY p.PostTypeId ORDER BY p.Score DESC, p.CreationDate DESC) AS Rank FROM Posts p JOIN Users u ON p.OwnerUserId = u.Id WHERE p.PostTypeId IN (1, 2) AND p.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year' ), PopularTags AS ( SELECT t.TagName, COUNT(DISTINCT p.Id) AS PostCount FROM Tags t JOIN Posts p ON p.Tags LIKE CONCAT('%', t.TagName, '%') GROUP BY t.TagName ORDER BY PostCount DESC LIMIT 10 ), PostDetails AS ( SELECT rp.PostId, rp.Title, rp.CreationDate, rp.Score, rp.ViewCount, rp.OwnerDisplayName, pt.Name AS PostType, COALESCE(cht.Name, 'No Close Reason') AS CloseReason FROM RankedPosts rp LEFT JOIN CloseReasonTypes cht ON EXISTS ( SELECT 1 FROM PostHistory ph WHERE ph.PostId = rp.PostId AND ph.PostHistoryTypeId = 10 ) JOIN PostTypes pt ON pt.Id = (SELECT PostTypeId FROM Posts WHERE Id = rp.PostId) WHERE rp.Rank <= 10 ) SELECT pd.PostId, pd.Title, pd.CreationDate, pd.Score, pd.ViewCount, pd.OwnerDisplayName, pd.PostType, pt.TagName AS MostPopularTag FROM PostDetails pd JOIN PopularTags pt ON pd.PostId IN (SELECT PostId FROM Posts WHERE Tags LIKE CONCAT('%', pt.TagName, '%')) ORDER BY pd.Score DESC, pd.ViewCount DESC;"
14106.sql,incorrect,"Incorrect join between postid and userid. The comment count does not account for duplicates due to the join with votes, a distinct count should be used. The up vote and down vote count does not account for duplicates due to the join with comments.","The query retrieves combined statistics for the top 100 posts and users, including post comments, votes, scores, user badges, and votes, ordered by the most recent post activity and highest average score.","WITH PostStatistics AS ( SELECT p.Id AS PostId, p.Title, COUNT(c.Id) AS CommentCount, SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVoteCount, SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVoteCount, AVG(p.Score) AS AverageScore, MAX(p.CreationDate) AS LastActivityDate FROM Posts p LEFT JOIN Comments c ON p.Id = c.PostId LEFT JOIN Votes v ON p.Id = v.PostId GROUP BY p.Id, p.Title ), UserStatistics AS ( SELECT u.Id AS UserId, u.DisplayName, COUNT(b.Id) AS BadgeCount, SUM(u.UpVotes) AS TotalUpVotes, SUM(u.DownVotes) AS TotalDownVotes FROM Users u LEFT JOIN Badges b ON u.Id = b.UserId GROUP BY u.Id, u.DisplayName ) SELECT ps.PostId, ps.Title, ps.CommentCount, ps.UpVoteCount, ps.DownVoteCount, ps.AverageScore, ps.LastActivityDate, us.UserId, us.DisplayName, us.BadgeCount, us.TotalUpVotes, us.TotalDownVotes FROM PostStatistics ps JOIN UserStatistics us ON ps.PostId = us.UserId ORDER BY ps.LastActivityDate DESC, ps.AverageScore DESC LIMIT 100;"
11112.sql,incorrect,"Incorrect join between postid and userid.","This query retrieves the top 100 users by total post score along with detailed statistics about their posts, including comments, votes, badges, and last activity dates.","WITH PostStats AS ( SELECT p.Id AS PostId, p.Title, p.CreationDate, COUNT(DISTINCT c.Id) AS CommentCount, COUNT(DISTINCT v.Id) AS VoteCount, COUNT(DISTINCT b.Id) AS BadgeCount, MAX(p.LastActivityDate) AS LastActivityDate FROM Posts p LEFT JOIN Comments c ON p.Id = c.PostId LEFT JOIN Votes v ON p.Id = v.PostId LEFT JOIN Badges b ON p.OwnerUserId = b.UserId GROUP BY p.Id, p.Title, p.CreationDate ), UserStats AS ( SELECT u.Id AS UserId, u.DisplayName, SUM(p.ViewCount) AS TotalViews, SUM(v.BountyAmount) AS TotalBounties, SUM(p.Score) AS TotalScore, COUNT(DISTINCT p.Id) AS PostCount FROM Users u LEFT JOIN Posts p ON u.Id = p.OwnerUserId LEFT JOIN Votes v ON p.Id = v.PostId GROUP BY u.Id, u.DisplayName ) SELECT u.UserId, u.DisplayName, u.TotalViews, u.TotalBounties, u.TotalScore, u.PostCount, ps.PostId, ps.Title AS PostTitle, ps.CreationDate AS PostCreationDate, ps.CommentCount, ps.VoteCount, ps.BadgeCount, ps.LastActivityDate FROM UserStats u JOIN PostStats ps ON u.UserId = ps.PostId ORDER BY u.TotalScore DESC, ps.LastActivityDate DESC LIMIT 100;"
10183.sql,correct,,"This query retrieves detailed statistics about users and their posts, combining user reputation, post and comment counts, vote counts, and post details, then lists all posts along with their owners, ordered by user reputation and post view count.","WITH UserStats AS ( SELECT U.Id AS UserId, U.DisplayName, U.Reputation, COUNT(DISTINCT P.Id) AS PostCount, COUNT(DISTINCT C.Id) AS CommentCount, SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVoteCount, SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVoteCount FROM Users U LEFT JOIN Posts P ON U.Id = P.OwnerUserId LEFT JOIN Comments C ON P.Id = C.PostId LEFT JOIN Votes V ON P.Id = V.PostId GROUP BY U.Id, U.DisplayName, U.Reputation ), PostStats AS ( SELECT P.Id AS PostId, P.Title, P.CreationDate, P.OwnerUserId, P.ViewCount, P.Score, P.AnswerCount, P.CommentCount, CASE WHEN P.PostTypeId = 1 THEN 'Question' WHEN P.PostTypeId = 2 THEN 'Answer' ELSE 'Other' END AS PostType, COUNT(CASE WHEN V.VoteTypeId = 2 THEN 1 END) AS UpVotes, COUNT(CASE WHEN V.VoteTypeId = 3 THEN 1 END) AS DownVotes FROM Posts P LEFT JOIN Votes V ON P.Id = V.PostId GROUP BY P.Id, P.Title, P.CreationDate, P.OwnerUserId, P.ViewCount, P.Score, P.AnswerCount, P.CommentCount, P.PostTypeId ) SELECT U.DisplayName, U.Reputation, U.PostCount, U.CommentCount, U.UpVoteCount, U.DownVoteCount, P.PostId, P.Title, P.CreationDate, P.ViewCount, P.Score, P.AnswerCount, P.CommentCount, P.PostType, P.UpVotes, P.DownVotes FROM UserStats U JOIN PostStats P ON U.UserId = P.OwnerUserId ORDER BY U.Reputation DESC, P.ViewCount DESC;"
15552.sql,almost,"The comment count does not account for duplicates due to the join with votes, a distinct count should be used. The up vote and down vote count does not account for duplicates due to the join with comments.","This query retrieves all questions with their titles, creation dates, owner names, and counts of comments and votes, ordered by newest first.","SELECT p.Id AS PostId, p.Title, p.CreationDate, u.DisplayName AS OwnerDisplayName, COUNT(c.Id) AS CommentCount, COUNT(v.Id) AS VoteCount FROM Posts p LEFT JOIN Users u ON p.OwnerUserId = u.Id LEFT JOIN Comments c ON p.Id = c.PostId LEFT JOIN Votes v ON p.Id = v.PostId WHERE p.PostTypeId = 1 GROUP BY p.Id, p.Title, p.CreationDate, u.DisplayName ORDER BY p.CreationDate DESC;"
12508.sql,correct,,"This query retrieves the number, average score, and type name of posts grouped by their post type, sorted by the total number of posts in descending order.","SELECT pt.Name AS PostType, COUNT(p.Id) AS TotalPosts, AVG(p.Score) AS AverageScore FROM Posts p JOIN PostTypes pt ON p.PostTypeId = pt.Id GROUP BY pt.Name ORDER BY TotalPosts DESC;"
2228.sql,correct,,"The query retrieves users with over 1000 reputation, showing their top 5 most recent posts from the past year along with comment counts and badges, or indicates if they have no recent posts, ordered by reputation and name.","WITH RankedPosts AS ( SELECT P.Id AS PostId, P.Title, P.CreationDate, P.Score, COUNT(CASE WHEN C.Id IS NOT NULL THEN 1 END) AS CommentCount, ROW_NUMBER() OVER (PARTITION BY P.OwnerUserId ORDER BY P.CreationDate DESC) AS PostRank, P.OwnerUserId FROM Posts P LEFT JOIN Comments C ON P.Id = C.PostId WHERE P.CreationDate >= CURRENT_DATE - INTERVAL '1 year' GROUP BY P.Id, P.Title, P.CreationDate, P.Score, P.OwnerUserId ), UserBadges AS ( SELECT U.Id AS UserId, COUNT(CASE WHEN B.Class = 1 THEN 1 END) AS GoldCount, COUNT(CASE WHEN B.Class = 2 THEN 1 END) AS SilverCount, COUNT(CASE WHEN B.Class = 3 THEN 1 END) AS BronzeCount FROM Users U LEFT JOIN Badges B ON U.Id = B.UserId GROUP BY U.Id ), TopUsers AS ( SELECT U.Id, U.DisplayName, U.Reputation, UBad.GoldCount, UBad.SilverCount, UBad.BronzeCount, R.PostRank, R.PostId FROM Users U JOIN UserBadges UBad ON U.Id = UBad.UserId LEFT JOIN RankedPosts R ON U.Id = R.OwnerUserId WHERE U.Reputation > 1000 ) SELECT U.DisplayName, U.Reputation, COALESCE(R.PostId, -1) AS MostRecentPost, COALESCE(R.Title, 'No Posts') AS LatestPostTitle, COALESCE(R.CommentCount, 0) AS CommentsOnLatestPost, (SELECT STRING_AGG(CASE WHEN B.Class = 1 THEN 'Gold' WHEN B.Class = 2 THEN 'Silver' WHEN B.Class = 3 THEN 'Bronze' END, ', ') FROM Badges B WHERE B.UserId = U.Id) AS BadgeList FROM Users U LEFT JOIN TopUsers T ON U.Id = T.Id LEFT JOIN RankedPosts R ON T.PostId = R.PostId WHERE T.PostRank IS NULL OR T.PostRank <= 5 ORDER BY U.Reputation DESC, U.DisplayName ASC;"
5197.sql,almost,"The comment count does not account for duplicates due to the join with post, a distinct count should be used. The answer count does not account for duplicates due to the join with comments.","The query retrieves the top 100 highly reputed users (with reputation over 1000) and details of recent posts (from the past year) that they have accepted answers for, including post titles, views, scores, comment and answer counts, along with the users' rank by reputation.","WITH UserStats AS ( SELECT U.Id AS UserId, U.DisplayName, U.Reputation, U.CreationDate, COUNT(DISTINCT B.Id) AS BadgeCount, SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END) AS Upvotes, SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END) AS Downvotes FROM Users U LEFT JOIN Badges B ON U.Id = B.UserId LEFT JOIN Votes V ON U.Id = V.UserId GROUP BY U.Id, U.DisplayName, U.Reputation, U.CreationDate ), PostAnalysis AS ( SELECT P.Id AS PostId, P.Title, P.ViewCount, P.Score, P.CreationDate, P.AcceptedAnswerId, COUNT(C.Id) AS CommentCount, COUNT(A.Id) AS AnswerCount FROM Posts P LEFT JOIN Comments C ON P.Id = C.PostId LEFT JOIN Posts A ON P.Id = A.ParentId WHERE P.CreationDate >= cast('2024-10-01 12:34:56' as timestamp) - INTERVAL '1 year' GROUP BY P.Id, P.Title, P.ViewCount, P.Score, P.CreationDate, P.AcceptedAnswerId ), TopUsers AS ( SELECT U.UserId, U.DisplayName, U.Reputation, ROW_NUMBER() OVER (ORDER BY U.Reputation DESC) AS Rank FROM UserStats U WHERE U.Reputation > 1000 ) SELECT U.DisplayName AS UserName, U.Reputation AS UserReputation, P.Title AS PostTitle, P.ViewCount AS PostViews, P.Score AS PostScore, P.CommentCount, P.AnswerCount, R.Rank FROM PostAnalysis P JOIN Users U ON P.AcceptedAnswerId IN (SELECT Id FROM Posts WHERE OwnerUserId = U.Id) JOIN TopUsers R ON U.Id = R.UserId ORDER BY R.Rank, P.Score DESC LIMIT 100;"
5046.sql,correct,,"The query retrieves the top 10 highest-scoring posts of each post type created in the last 30 days, including their details, owner names, comment counts, and associated tags, ordered by score and view count.","WITH RankedPosts AS ( SELECT P.Id AS PostId, P.Title, P.CreationDate, P.Score, P.ViewCount, U.DisplayName AS Owner, COUNT(CASE WHEN C.PostId IS NOT NULL THEN 1 END) AS CommentCount, RANK() OVER (PARTITION BY P.PostTypeId ORDER BY P.Score DESC) AS RankByScore FROM Posts P LEFT JOIN Users U ON P.OwnerUserId = U.Id LEFT JOIN Comments C ON P.Id = C.PostId WHERE P.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '30 days' GROUP BY P.Id, P.Title, P.CreationDate, P.Score, P.ViewCount, U.DisplayName, P.PostTypeId ), TopPosts AS ( SELECT RP.PostId, RP.Title, RP.CreationDate, RP.Score, RP.ViewCount, RP.Owner, RP.CommentCount FROM RankedPosts RP WHERE RP.RankByScore <= 10 ) SELECT TP.PostId, TP.Title, TP.CreationDate, TP.Score, TP.ViewCount, TP.Owner, TP.CommentCount, (SELECT STRING_AGG(T.TagName, ', ') FROM Tags T JOIN LATERAL unnest(string_to_array(substring(P.Tags, 2, length(P.Tags)-2), '><')) AS tag ON T.TagName = tag WHERE P.Id = TP.PostId) AS TagsList FROM TopPosts TP LEFT JOIN Posts P ON TP.PostId = P.Id ORDER BY TP.Score DESC, TP.ViewCount DESC;"
17843.sql,correct,,This query retrieves the top 10 highest-scoring posts along with their authors' names and the number of comments each post has.,"SELECT p.Id AS PostId, p.Title, p.Score, p.CreationDate, u.DisplayName AS OwnerDisplayName, COUNT(c.Id) AS CommentCount FROM Posts p JOIN Users u ON p.OwnerUserId = u.Id LEFT JOIN Comments c ON p.Id = c.PostId WHERE p.PostTypeId = 1 GROUP BY p.Id, p.Title, p.Score, p.CreationDate, u.DisplayName ORDER BY p.Score DESC LIMIT 10;"
10888.sql,correct,,"The query calculates and lists statistics such as total posts, unique users, average user reputation, total views, and total score for each post type, ordered by the number of posts in descending order.","WITH PostStats AS ( SELECT pt.Name AS PostType, COUNT(p.Id) AS TotalPosts, COUNT(DISTINCT p.OwnerUserId) AS UniqueUsers, AVG(u.Reputation) AS AverageUserReputation, SUM(p.ViewCount) AS TotalViews, SUM(p.Score) AS TotalScore FROM Posts p JOIN PostTypes pt ON p.PostTypeId = pt.Id LEFT JOIN Users u ON p.OwnerUserId = u.Id GROUP BY pt.Name ) SELECT PostType, TotalPosts, UniqueUsers, AverageUserReputation, TotalViews, TotalScore FROM PostStats ORDER BY TotalPosts DESC;"
